dataset_type	path	filename	species_name
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_4_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_42_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_25_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_29_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_0_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_27_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_17_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_31_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_8_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_20_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_16_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Betula pendula	BEPE2_3_test_cloud.txt	Betula pendula
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_40_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_13_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_10_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_45_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_35_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_0_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_28_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_6_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_38_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_27_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_3_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_46_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_9_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_34_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_43_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_25_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_21_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_14_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_33_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_44_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_26_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_23_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_41_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Boni Vicari/Tilia cordata	TICO2_48_test_cloud.txt	Tilia cordata
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_68.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_30.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_34.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_65.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_69.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt07_18.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_36.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt35_9.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_32.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt13_27.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_37.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_19.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_95.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_140.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt08_66.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt29_27.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt29_93.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_17.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_86.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt36_23.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_90.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_70.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_120.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_33.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_94.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_139.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_28.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt07_15.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt29_72.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_65.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_8.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_9.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_50.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt16_18.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_117.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_127.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_7.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt08_71.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_97.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt36_17.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_33.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt36_22.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt14_57.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_112.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt16_1.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt16_0.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt14_25.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_22.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt16_22.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt25_14.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_3.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt06_41.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt14_61.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_93.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_80.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt14_44.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_78.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt35_49.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_72.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_94.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt08_81.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt03_50.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt16_55.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_84.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_49.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_68.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt24_8.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_88.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt13_85.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt25_46.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_11.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt08_24.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt36_3.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt35_37.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt29_78.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt26_33.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_142.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_51.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_1.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt16_33.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_0.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt15_15.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_15.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_96.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_92.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_11.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_35.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt14_41.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_60.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt14_46.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_59.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt02_44.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt08_118.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt12_73.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt35_63.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_27.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_99.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_23.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt13_59.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus nigra	alt17_130.txt	Pinus nigra
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_68.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue06_2.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_48.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue06_6.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_19.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_66.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_15.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_1.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue02_42.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_0.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_39.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_55.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_75.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_87.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue02_38.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_27.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_26.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue06_11.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_17.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_4.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_57.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_12.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_42.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_72.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_23.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_40.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_58.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_36.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_5.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_43.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_30.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue06_10.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_7.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_81.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_33.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_88.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_38.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_33.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_9.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_2.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue06_0.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_14.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_18.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_36.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_15.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue06_15.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_56.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_76.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue02_41.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_26.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_0.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_32.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_22.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_84.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_41.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_6.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_53.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_21.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_31.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_83.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_59.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_34.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_1.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_37.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_32.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue04_46.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus pinaster	cue03_54.txt	Pinus pinaster
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_6.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt04_40.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt02_69.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_67.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_29.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_32.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue06_5.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_0.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt25_40.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt01_33.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_60.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_28.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt01_83.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_45.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue03_28.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt01_36.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_37.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_9.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt07_13.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_15.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_32.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_17.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_62.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt05_12.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt07_1.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_66.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_72.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_87.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_23.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt29_29.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_13.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue03_77.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue06_3.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt02_76.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt02_49.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt19_17.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue03_8.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	alt02_63.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue02_19.txt	Pinus sylvestris
train	podatki - DOWNSAMPLED/Owen/Pinus sylvestris	cue06_20.txt	Pinus sylvestris
